,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,annotation_shape,bounding_box_coords,parent_label,defect_class
9003,M0132C028000.jpg,15065,{},5,0,"{""name"":""rect"",""x"":73,""y"":56,""width"":7,""height"":52}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[73, 80, 56, 108]",Contact,FrontGridInterruption
49817,M0465C032000.jpg,7343,{},5,0,"{""name"":""rect"",""x"":152,""y"":160,""width"":6,""height"":22}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[152, 158, 160, 182]",Contact,FrontGridInterruption
6203,M0070C002100.jpg,270132,{},19,0,"{""name"":""rect"",""x"":187,""y"":6,""width"":26,""height"":81}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[187, 213, 6, 87]",Contact,FrontGridInterruption
54020,M0578C034000.jpg,14524,{},8,5,"{""name"":""polygon"",""all_points_x"":[219,219,215,215,219],""all_points_y"":[257,287,287,259,257]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[215, 219, 257, 287]",Contact,FrontGridInterruption
8297,M0130C020100.jpg,18132,{},4,1,"{""name"":""rect"",""x"":88,""y"":232,""width"":6,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[88, 94, 232, 249]",Contact,FrontGridInterruption
85030,M0865C044000.jpg,13508,{},1,0,"{""name"":""rect"",""x"":98,""y"":53,""width"":5,""height"":33}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[98, 103, 53, 86]",Contact,FrontGridInterruption
65369,M0634C003000.jpg,14075,{},10,2,"{""name"":""rect"",""x"":24,""y"":254,""width"":7,""height"":11}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[24, 31, 254, 265]",Contact,FrontGridInterruption
82236,M0828C016000.jpg,6474,{},4,0,"{""name"":""rect"",""x"":74,""y"":5,""width"":8,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[74, 82, 5, 47]",Contact,FrontGridInterruption
44655,M0400C012000.jpg,15972,{},14,1,"{""name"":""rect"",""x"":3,""y"":14,""width"":3,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[3, 6, 14, 41]",Contact,FrontGridInterruption
8042,M0129C035010.jpg,5770,{},17,4,"{""name"":""rect"",""x"":120,""y"":8,""width"":6,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[120, 126, 8, 31]",Contact,FrontGridInterruption
57264,M0599C051100.jpg,7122,{},4,1,"{""name"":""polygon"",""all_points_x"":[274,274,280,281,274],""all_points_y"":[218,260,260,217,218]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[274, 281, 217, 260]",Contact,FrontGridInterruption
54511,M0580C038100.jpg,8170,{},10,0,"{""name"":""rect"",""x"":232,""y"":2,""width"":4,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[232, 236, 2, 29]",Contact,FrontGridInterruption
48845,M0461C021000.jpg,2762,{},9,2,"{""name"":""polygon"",""all_points_x"":[96,97,103,103,96],""all_points_y"":[143,179,179,145,143]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[96, 103, 143, 179]",Contact,FrontGridInterruption
32473,M0388C058000.jpg,15928,{},13,0,"{""name"":""rect"",""x"":31,""y"":3,""width"":9,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[31, 40, 3, 24]",Contact,FrontGridInterruption
4231,M0014C002010.jpg,187159,{},34,0,"{""name"":""rect"",""x"":116,""y"":173,""width"":17,""height"":94}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[116, 133, 173, 267]",Contact,FrontGridInterruption
57585,M0616C037000.jpg,13306,{},3,0,"{""name"":""rect"",""x"":24,""y"":42,""width"":8,""height"":65}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[24, 32, 42, 107]",Contact,FrontGridInterruption
1028,Bent+120C_relax 0Pa TestName_20201223_133015.673_output_20201228_123246_C037.jpg,65751,{},5,1,"{""name"":""rect"",""x"":44,""y"":67,""width"":4,""height"":22}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[44, 48, 67, 89]",Contact,FrontGridInterruption
82211,M0828C009000.jpg,8683,{},4,0,"{""name"":""rect"",""x"":97,""y"":10,""width"":8,""height"":33}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[97, 105, 10, 43]",Contact,FrontGridInterruption
84133,M0842C026000.jpg,7884,{},3,0,"{""name"":""rect"",""x"":77,""y"":76,""width"":8,""height"":44}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[77, 85, 76, 120]",Contact,FrontGridInterruption
68766,M0636C053000.jpg,13860,{},6,0,"{""name"":""rect"",""x"":67,""y"":49,""width"":4,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[67, 71, 49, 91]",Contact,FrontGridInterruption
54610,M0581C015100.jpg,18902,{},4,1,"{""name"":""polygon"",""all_points_x"":[195,195,189,187,195],""all_points_y"":[197,226,226,196,197]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[187, 195, 196, 226]",Contact,FrontGridInterruption
30401,M0379C014000.jpg,16956,{},34,0,"{""name"":""rect"",""x"":17,""y"":6,""width"":4,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[17, 21, 6, 36]",Contact,FrontGridInterruption
22871,M0358C051000.jpg,16653,{},6,1,"{""name"":""rect"",""x"":23,""y"":0,""width"":9,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[23, 32, 0, 23]",Contact,FrontGridInterruption
30076,M0378C057000.jpg,15875,{},19,0,"{""name"":""rect"",""x"":93,""y"":20,""width"":5,""height"":18}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[93, 98, 20, 38]",Contact,FrontGridInterruption
36831,M0392C040000.jpg,15269,{},12,0,"{""name"":""rect"",""x"":112,""y"":21,""width"":8,""height"":23}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[112, 120, 21, 44]",Contact,FrontGridInterruption
86436,M0873C043100.jpg,18037,{},6,1,"{""name"":""rect"",""x"":158,""y"":206,""width"":3,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[158, 161, 206, 242]",Contact,FrontGridInterruption
22658,M0358C021000.jpg,16943,{},12,2,"{""name"":""rect"",""x"":135,""y"":72,""width"":8,""height"":67}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[135, 143, 72, 139]",Contact,FrontGridInterruption
40213,M0396C014000.jpg,18337,{},8,0,"{""name"":""rect"",""x"":55,""y"":12,""width"":5,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[55, 60, 12, 42]",Contact,FrontGridInterruption
54220,M0579C025000.jpg,15208,{},6,2,"{""name"":""polygon"",""all_points_x"":[127,127,135,134,127],""all_points_y"":[238,254,254,237,238]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[127, 135, 237, 254]",Contact,FrontGridInterruption
39864,M0395C050000.jpg,16090,{},14,10,"{""name"":""rect"",""x"":162,""y"":21,""width"":6,""height"":13}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[162, 168, 21, 34]",Contact,FrontGridInterruption
87841,M0906C034100.jpg,17270,{},1,0,"{""name"":""rect"",""x"":38,""y"":63,""width"":5,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[38, 43, 63, 97]",Contact,FrontGridInterruption
55383,M0583C006100.jpg,7705,{},12,0,"{""name"":""polygon"",""all_points_x"":[173,172,177,177,173],""all_points_y"":[65,95,95,67,65]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[172, 177, 65, 95]",Contact,FrontGridInterruption
9847,M0134C016000.jpg,16627,{},6,0,"{""name"":""rect"",""x"":70,""y"":144,""width"":7,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[70, 77, 144, 191]",Contact,FrontGridInterruption
45863,M0414C038100.jpg,15622,{},1,0,"{""name"":""rect"",""x"":119,""y"":130,""width"":5,""height"":48}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[119, 124, 130, 178]",Contact,FrontGridInterruption
14609,M0164C017000.jpg,24464,{},6,0,"{""name"":""rect"",""x"":287,""y"":79,""width"":13,""height"":73}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[287, 300, 79, 152]",Contact,FrontGridInterruption
57424,M0616C005000.jpg,14332,{},8,4,"{""name"":""rect"",""x"":67,""y"":204,""width"":7,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[67, 74, 204, 254]",Contact,FrontGridInterruption
49880,M0466C017000.jpg,7753,{},2,0,"{""name"":""rect"",""x"":68,""y"":170,""width"":5,""height"":24}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[68, 73, 170, 194]",Contact,FrontGridInterruption
54241,M0579C029000.jpg,14880,{},10,4,"{""name"":""polygon"",""all_points_x"":[4,30,29,2,4],""all_points_y"":[264,265,213,210,264]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[2, 30, 210, 265]",Contact,FrontGridInterruption
21918,M0356C045000.jpg,16496,{},6,1,"{""name"":""rect"",""x"":4,""y"":253,""width"":7,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[4, 11, 253, 288]",Contact,FrontGridInterruption
11647,M0137C038010.jpg,15407,{},3,0,"{""name"":""rect"",""x"":150,""y"":20,""width"":7,""height"":11}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[150, 157, 20, 31]",Contact,FrontGridInterruption
13640,M0161C021100.jpg,25455,{},2,0,"{""name"":""rect"",""x"":168,""y"":10,""width"":9,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[168, 177, 10, 40]",Contact,FrontGridInterruption
15851,M0170C036010.jpg,20982,{},3,0,"{""name"":""rect"",""x"":243,""y"":67,""width"":9,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[243, 252, 67, 117]",Contact,FrontGridInterruption
16026,M0171C009010.jpg,18640,{},5,0,"{""name"":""rect"",""x"":282,""y"":50,""width"":11,""height"":59}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[282, 293, 50, 109]",Contact,FrontGridInterruption
28355,M0375C013100.jpg,17018,{},5,0,"{""name"":""rect"",""x"":113,""y"":129,""width"":3,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[113, 116, 129, 176]",Contact,FrontGridInterruption
45823,M0414C027100.jpg,17314,{},3,1,"{""name"":""rect"",""x"":181,""y"":120,""width"":4,""height"":50}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[181, 185, 120, 170]",Contact,FrontGridInterruption
5809,M0061C002100.jpg,279789,{},5,0,"{""name"":""rect"",""x"":704,""y"":20,""width"":14,""height"":58}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[704, 718, 20, 78]",Contact,FrontGridInterruption
50016,M0467C041000.jpg,14474,{},3,0,"{""name"":""rect"",""x"":192,""y"":151,""width"":3,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[192, 195, 151, 170]",Contact,FrontGridInterruption
83880,M0840C028000.jpg,7848,{},2,0,"{""name"":""rect"",""x"":119,""y"":57,""width"":6,""height"":69}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[119, 125, 57, 126]",Contact,FrontGridInterruption
11138,M0136C041010.jpg,13188,{},11,0,"{""name"":""rect"",""x"":39,""y"":40,""width"":7,""height"":49}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[39, 46, 40, 89]",Contact,FrontGridInterruption
18489,M0334C028100.jpg,15556,{},4,3,"{""name"":""rect"",""x"":40,""y"":51,""width"":41,""height"":32}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[40, 81, 51, 83]",Contact,FrontGridInterruption
83098,M0834C021000.jpg,7997,{},7,0,"{""name"":""rect"",""x"":112,""y"":1,""width"":7,""height"":34}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[112, 119, 1, 35]",Contact,FrontGridInterruption
81505,M0824C022000.jpg,15619,{},21,5,"{""name"":""rect"",""x"":192,""y"":79,""width"":9,""height"":69}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[192, 201, 79, 148]",Contact,FrontGridInterruption
15485,M0166C027010.jpg,21035,{},2,0,"{""name"":""rect"",""x"":144,""y"":287,""width"":11,""height"":30}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[144, 155, 287, 317]",Contact,FrontGridInterruption
36654,M0392C030000.jpg,15325,{},20,0,"{""name"":""rect"",""x"":86,""y"":19,""width"":7,""height"":14}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[86, 93, 19, 33]",Contact,FrontGridInterruption
11248,M0136C053010.jpg,14016,{},5,0,"{""name"":""rect"",""x"":47,""y"":47,""width"":7,""height"":38}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[47, 54, 47, 85]",Contact,FrontGridInterruption
20512,M0337C042100.jpg,16659,{},4,0,"{""name"":""rect"",""x"":227,""y"":117,""width"":8,""height"":38}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[227, 235, 117, 155]",Contact,FrontGridInterruption
55044,M0582C031100.jpg,18773,{},14,0,"{""name"":""polygon"",""all_points_x"":[103,105,109,110,103],""all_points_y"":[27,55,55,29,27]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[103, 110, 27, 55]",Contact,FrontGridInterruption
18628,M0334C049100.jpg,16038,{},8,3,"{""name"":""rect"",""x"":136,""y"":7,""width"":8,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[136, 144, 7, 38]",Contact,FrontGridInterruption
3458,M0007C003010.jpg,21123,{},3,0,"{""name"":""rect"",""x"":175,""y"":51,""width"":8,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[175, 183, 51, 87]",Contact,FrontGridInterruption
84332,M0844C014000.jpg,7936,{},5,0,"{""name"":""rect"",""x"":20,""y"":15,""width"":5,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[20, 25, 15, 51]",Contact,FrontGridInterruption
8055,M0129C036010.jpg,14167,{},7,0,"{""name"":""rect"",""x"":122,""y"":10,""width"":6,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[122, 128, 10, 31]",Contact,FrontGridInterruption
24322,M0361C018000.jpg,17476,{},14,10,"{""name"":""rect"",""x"":20,""y"":241,""width"":9,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[20, 29, 241, 286]",Contact,FrontGridInterruption
32526,M0389C003000.jpg,16762,{},20,0,"{""name"":""rect"",""x"":51,""y"":7,""width"":9,""height"":36}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[51, 60, 7, 43]",Contact,FrontGridInterruption
13403,M0153C053110.jpg,29684,{},5,0,"{""name"":""rect"",""x"":217,""y"":64,""width"":10,""height"":19}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[217, 227, 64, 83]",Contact,FrontGridInterruption
55828,M0584C033100.jpg,16647,{},2,1,"{""name"":""polygon"",""all_points_x"":[274,274,281,281,274],""all_points_y"":[131,169,169,129,131]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[274, 281, 129, 169]",Contact,FrontGridInterruption
14922,M0165C004000.jpg,21730,{},5,0,"{""name"":""rect"",""x"":158,""y"":86,""width"":9,""height"":54}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[158, 167, 86, 140]",Contact,FrontGridInterruption
52900,M0572C023000.jpg,15413,{},8,6,"{""name"":""polygon"",""all_points_x"":[221,222,227,225,221],""all_points_y"":[223,255,255,222,223]}","{""Defect_Class"":""Contact_FrontGridInterruption""}",polygon,"[221, 227, 222, 255]",Contact,FrontGridInterruption
26391,M0364C004000.jpg,16834,{},17,12,"{""name"":""rect"",""x"":230,""y"":253,""width"":4,""height"":31}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[230, 234, 253, 284]",Contact,FrontGridInterruption
18890,M0335C031100.jpg,16469,{},6,1,"{""name"":""rect"",""x"":46,""y"":51,""width"":15,""height"":47}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[46, 61, 51, 98]",Contact,FrontGridInterruption
15437,M0166C019010.jpg,19259,{},9,0,"{""name"":""rect"",""x"":64,""y"":63,""width"":8,""height"":58}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[64, 72, 63, 121]",Contact,FrontGridInterruption
37024,M0392C049000.jpg,15584,{},18,12,"{""name"":""rect"",""x"":85,""y"":21,""width"":5,""height"":12}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[85, 90, 21, 33]",Contact,FrontGridInterruption
22648,M0358C018000.jpg,17383,{},6,4,"{""name"":""rect"",""x"":28,""y"":5,""width"":10,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[28, 38, 5, 30]",Contact,FrontGridInterruption
49137,M0462C016000.jpg,2930,{},11,0,"{""name"":""rect"",""x"":77,""y"":150,""width"":3,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[77, 80, 150, 185]",Contact,FrontGridInterruption
20277,M0337C014100.jpg,16831,{},6,0,"{""name"":""rect"",""x"":107,""y"":127,""width"":10,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[107, 117, 127, 172]",Contact,FrontGridInterruption
11766,M0137C056010.jpg,14640,{},3,0,"{""name"":""rect"",""x"":25,""y"":46,""width"":8,""height"":42}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[25, 33, 46, 88]",Contact,FrontGridInterruption
69006,M0637C013000.jpg,15177,{},18,11,"{""name"":""rect"",""x"":152,""y"":143,""width"":4,""height"":27}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[152, 156, 143, 170]",Contact,FrontGridInterruption
58648,M0620C051000.jpg,14393,{},3,1,"{""name"":""rect"",""x"":224,""y"":67,""width"":10,""height"":46}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[224, 234, 67, 113]",Contact,FrontGridInterruption
59342,M0628C027000.jpg,14789,{},24,1,"{""name"":""rect"",""x"":107,""y"":17,""width"":5,""height"":17}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[107, 112, 17, 34]",Contact,FrontGridInterruption
39657,M0395C037000.jpg,16340,{},10,9,"{""name"":""rect"",""x"":28,""y"":19,""width"":6,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[28, 34, 19, 44]",Contact,FrontGridInterruption
75122,M0704C031000.jpg,13763,{},2,0,"{""name"":""rect"",""x"":169,""y"":91,""width"":4,""height"":21}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[169, 173, 91, 112]",Contact,FrontGridInterruption
87408,M0878C035000.jpg,13723,{},3,0,"{""name"":""rect"",""x"":241,""y"":46,""width"":5,""height"":35}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[241, 246, 46, 81]",Contact,FrontGridInterruption
5467,M0049C002010.jpg,187787,{},27,0,"{""name"":""rect"",""x"":148,""y"":158,""width"":19,""height"":123}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[148, 167, 158, 281]",Contact,FrontGridInterruption
82497,M0831C002000.jpg,7448,{},6,0,"{""name"":""rect"",""x"":51,""y"":10,""width"":7,""height"":26}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[51, 58, 10, 36]",Contact,FrontGridInterruption
689,Bent+120C_relax 0Pa TestName_20201223_133015.673_C011.jpg,37108,{},11,0,"{""name"":""rect"",""x"":289,""y"":101,""width"":4,""height"":67}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[289, 293, 101, 168]",Contact,FrontGridInterruption
16667,M0172C052010.jpg,17851,{},3,0,"{""name"":""rect"",""x"":210,""y"":58,""width"":10,""height"":45}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[210, 220, 58, 103]",Contact,FrontGridInterruption
72635,M0641C018000.jpg,14561,{},24,5,"{""name"":""rect"",""x"":236,""y"":73,""width"":5,""height"":25}","{""Defect_Class"":""Contact_FrontGridInterruption""}",rect,"[236, 241, 73, 98]",Contact,FrontGridInterruption
